name,district,street,address,lng,lat,multi_rent,high_rent,low_rent
海康大厦,福田区,梅林街道,福田区梅林路69号,114.05626,22.57055,,115,
深大电话公寓,福田区,园岭街道,八卦四路8号,114.097658,22.568746,,60,
金景豪苑,宝安区,新安街道,宝安区宝安大道与裕安一路交汇处西北侧,113.88293,22.566225,,56,
湖滨新村,罗湖区,黄贝街道,罗湖区怡景路2020号,114.133052,22.562183,73,,
南粤山庄,南山区,南山街道,南山区内环路,113.911236,22.51054,65,,
半山海景兰溪谷国际公寓,南山区,招商街道,沿山路6号,113.909647,22.491072,,138,
碧湖玫瑰园,龙岗区,龙城街道,龙岗区吉祥中路与清林中路交汇处东北侧,114.23466,22.724042,34,32,
华苑,宝安区,航城街道,利民路,113.837823,22.639715,,64,
长兴楼,龙岗区,布吉街道,龙岗区莲花路与百花街交汇处北侧,114.105473,22.60146,41,,
旭飞华逸园,盐田区,海山街道,盐田区海山路79号,114.230297,22.562728,74,,
楚丰苑,龙岗区,龙岗街道,龙岗区新生路2-48号,114.276561,22.742927,20,,
新城花园(龙岗),龙岗区,龙岗街道,龙岗区深惠公路与丰田路交汇处西南侧,114.275682,22.750003,21,,
商贸综合楼,盐田区,沙头角街道,盐田区恩上路一巷1号,114.224688,22.552845,51,,
盛荟居,龙华区,民治街道,龙华区简上路与民塘路交汇处南侧4号线上塘站D出口,114.011042,22.638606,,75,
赛格住宅区,福田区,华强北街道,(福田区华强南)华强南路3034号,114.08361,22.550016,,92,
翠雅居一期,罗湖区,清水河街道,罗湖区泥岗东路与宝岗路交汇处西北侧,114.104492,22.575335,79,,
香缇湾花园,宝安区,西乡街道,宝安区共乐路与宝源路交汇处东侧,113.854173,22.578534,,81,
金色海琴苑,南山区,蛇口街道,南山区后海大道2号后四,113.932559,22.490281,,95,
宝能城市公馆一二期,福田区,香蜜湖街道,农林路21号,114.007312,22.542896,,135,
四海小区,南山区,招商街道,南山区蛇口四海路西、工业九路以东,113.92024,22.503871,100,,
锦秀新村,罗湖区,黄贝街道,罗湖区罗芳路148号,114.143956,22.552774,64,,
纯水岸十三期,南山区,沙河街道,华侨城香山中街与潮洲街交汇处,113.968485,22.546573,,,260
桦润馨居C区,龙华区,龙华街道,宝安区人民北路与和平东路交汇处东侧,114.021224,22.655445,53,,
金地翠园,福田区,福保街道,福田区石厦北三街5号,114.048947,22.527147,,115,
绿茵华庭,龙华区,龙华街道,宝安区龙观东路与东环二路交汇处东侧,114.020927,22.667558,48,,
广博星海华庭,南山区,蛇口街道,南山区工业七路与后海大道交汇处北侧,113.930984,22.497554,,103,
水湾源华后海综合楼,南山区,招商街道,南山区蛇口近海路,113.927208,22.501587,84,,
盛铭居,龙华区,民治街道,宝安龙华梅观高速与民治大道交汇处西北,114.040573,22.623931,57,,
红岭大厦,福田区,南园街道,福田区红岭南路与金华街交汇处西北侧,114.098975,22.542235,,82,
怡龙枫景园,龙岗区,龙岗街道,龙岗区深惠公路与翠竹街交汇处东南侧,114.269392,22.727653,,42,
旭源瑞景轩,龙岗区,龙岗街道,龙岗区龙岗街道南联植物园路东面南联学校北面（龙新派出所南侧，南联学校北侧）,114.263195,22.714313,,46,
东湖大厦,罗湖区,黄贝街道,罗湖区爱国路3018号,114.134604,22.564138,,61,
龙城国际花园,龙岗区,龙城街道,龙岗区爱心路94号,114.22694,22.726762,,44,
海阔凌海公寓,盐田区,梅沙街道,盐田区环梅路6号,114.306624,22.601542,55,,
万科天誉花园二期,龙岗区,龙城街道,深圳市龙岗区龙城街道龙翔大道与西埔路交汇处,114.240916,22.715387,,54,
首创八意府,龙岗区,龙城街道,深圳市龙岗区中心城龙平西路与爱心路,114.226015,22.733475,,50,
布心工业区,罗湖区,东晓街道,罗湖区东昌路与太白路交汇处东北侧,114.131534,22.581165,70,,
华丽花园,罗湖区,黄贝街道,罗湖区华丽路1041号,114.129036,22.553124,,71,
海境界家园一期,南山区,蛇口街道,南山区后海大道东侧,113.930367,22.494817,,119,
时代星居,福田区,福田街道,福田区福民路与地铁四号线交汇处西南侧,114.061369,22.525638,,83,
园景花园,龙岗区,龙城街道,龙岗区龙翔大道与如意路交汇处北侧,114.223551,22.706381,,30,
潜龙花园,龙华区,民治街道,宝安区民治街道民治大道217号,114.037046,22.615252,61,56,
四达大厦,南山区,南山街道,南山区南油大道以西、粤海路以北,113.920247,22.512956,,92,
嘉南美地,南山区,南头街道,南山区深南大道12031号,113.913741,22.54306,,88,
长丰苑,罗湖区,南湖街道,罗湖区春风路2039号,114.122156,22.543914,,91,
高嘉大厦,罗湖区,南湖街道,罗湖区春风路2002号,114.125323,22.545524,,65,
朗景园,南山区,粤海街道,南山区科技大道与深南大道交汇处,113.945637,22.544084,,109,
金鼎大厦,罗湖区,南湖街道,罗湖区嘉宾路1001号,114.11982,22.544068,,93,
时代骄子大厦,南山区,南头街道,南山区南山大道2032号,113.920371,22.531615,,104,
怡泰大厦,罗湖区,翠竹街道,罗湖区翠竹片区文锦中路2092号,114.1228,22.557012,,72,
新亚洲广场,龙岗区,横岗街道,龙岗区深惠公路与为民路交汇处西北侧,114.19182,22.646042,,38,
公园大地六期,龙岗区,龙城街道,龙岗区中心城29区,114.22765,22.714652,,57,
公园大地七期,龙岗区,龙城街道,龙岗区中心城29区,114.226688,22.713146,,54,
丽晶中心,龙岗区,横岗街道,横岗红棉一路,114.190122,22.649758,,53,
南头花园中南苑,南山区,南头街道,一甲南街1-1号南北药行(中南苑分店,113.912774,22.541214,84,,
顺泽阳光公馆,龙岗区,宝龙街道,深圳市龙岗区宝荷高科西路,114.27049,22.693675,,42,
荟港尊邸二期,龙华区,大浪街道,(龙华区上塘)布龙路与和 平路交汇处,114.005098,22.648449,,73,
豪峰园,福田区,香蜜湖街道,福田区侨香路1048号,114.01749,22.556382,,96,
松茂御龙湾雅苑二期,宝安区,西乡街道,(宝安区碧海)银田路与宝怡路交汇处,113.847961,22.577307,,85,
金华阁,罗湖区,清水河街道,洪涛路4号,114.092731,22.569132,56,,
后海名苑居北区,南山区,粤海街道,后海大道2333号,113.927229,22.514048,106,,
佳兆业未来城,龙岗区,龙城街道,龙岗区大运新城如意路与大运路交汇处西北侧,114.208293,22.70911,,41,
宝丽大厦,罗湖区,桂园街道,罗湖区红宝路与宝安南路交汇处东北侧,114.105317,22.549627,,86,
御景蓝湾公馆,龙岗区,龙城街道,龙岗区龙城街道白灰围一路北面和和谐路东面,114.221918,22.725605,47,52,
汇鑫花园,罗湖区,黄贝街道,罗湖区文华片区北斗路16号,114.1307,22.545925,,86,
雍景湾花园,南山区,招商街道,南山区爱榕路,113.926307,22.49912,,139,
世纪春城一期,龙华区,民治街道,宝安区布龙路与梅龙路交汇处南侧,114.0296,22.630647,57,53,
景林花园,福田区,莲花街道,福田区商报东路131号,114.040162,22.557698,76,,
阳光棕榈园一期,南山区,南山街道,南山区前海路与桂庙路交汇处西北侧,113.908505,22.528436,85,89,
新锦安雅园一期,宝安区,新安街道,宝安区湖滨路与翻身路交汇处西侧,113.900558,22.553331,,65,
西丽山庄,南山区,西丽街道,南山区西丽湖路4018号,113.958751,22.600417,,,200
新秀村南区,罗湖区,黄贝街道,罗湖区新秀路89号,114.139528,22.54827,58,,
龙辉花园,南山区,桃源街道,南山区西丽龙珠生活区平南铁路西北侧,113.955057,22.570018,69,,
水贝供电局大院,罗湖区,翠竹街道,罗湖区翠竹片区翠竹路2018号,114.126113,22.57104,71,,
凉果街2号大院,罗湖区,东门街道,罗湖区人民北路凉果街2号,114.114225,22.557924,72,,
松河瑞园二期（商品住房）,宝安区,松岗街道,(宝安区松岗)宝 安区松岗溪头工业四路西侧,113.82665,22.7731,,47,
万科金色领域花园二期,宝安区,福永街道,宝安区福永街道,113.812145,22.662502,,59,
天健天骄北庐,福田区,莲花街道,景田西路天健·天骄,114.036379,22.553509,,130,
万科金色领域花园三期,宝安区,福永街道,宝安区福永街道,113.812858,22.66169,,57,
上善梧桐苑,盐田区,海山街道,海山路98号,114.231022,22.564263,,61,
天安国际大厦,罗湖区,南湖街道,罗湖区人民南路3002号,114.114265,22.544705,,101,
汇福花园,龙岗区,布吉街道,龙岗区深惠公路与布龙公路交汇处东北侧,114.132742,22.617582,47,47,
龙泉花园,龙华区,龙华街道,宝安区建设东路与人民北路交汇处东侧,114.021791,22.653657,48,,
新丰大厦,罗湖区,翠竹街道,罗湖区翠竹片区爱国路3019号,114.134967,22.566653,,58,
星河世纪大厦,福田区,福田街道,福田区彩田路3069号,114.062308,22.540779,,139,
松山村,南山区,沙河街道,南山区香山东街与汕头街交汇处北侧,113.984863,22.541455,98,,
宏威花园,福田区,莲花街道,福田区宏威路29号,114.053123,22.562899,78,,
花果山大厦,南山区,招商街道,南山区蛇口工业区公园路,113.920363,22.496324,,77,
阳光天健城,龙岗区,龙城街道,龙岗区黄阁南路与如意路交汇处南侧,114.215496,22.704115,,52,
山海美域花园,南山区,南山街道,南山前海路9号,113.881549,22.496991,,92,
红岭中学住宅楼,福田区,园岭街道,福田区红岭中路2027号,114.098721,22.553846,88,,
华轩大厦,福田区,福田街道,福田区金田路2022号,114.059176,22.530312,,85,
深大新村,福田区,福田街道,福田区皇岗中路,114.067124,22.540421,79,,
陶然居,南山区,桃源街道,南山区广深高速公路与北环大道交汇处西南侧,113.97392,22.557354,98,,
聚宝华府,罗湖区,莲塘街道,罗湖区聚宝路103号北侧聚宝华府,114.163832,22.566061,,90,
常丰花园,南山区,南头街道,南山区桃园路119号,113.91719,22.535044,76,,
海上世界双玺花园二期,南山区,招商街道,广东省深圳市南山区蛇口望海路南侧,113.915921,22.483112,,164,
新活力花园,福田区,梅林街道,福田区梅林路128号,114.040864,22.570874,62,,
鼎太风华社区五期,南山区,南山街道,南山区前海路与创业路交汇处,113.90697,22.521455,,99,
新城花园(宝安),宝安区,新安街道,宝安区裕安一路与广深公路交汇处北侧,113.889796,22.568783,60,,
鹏兴花园二期,罗湖区,莲塘街道,罗湖区聚福路与鹏兴路交汇处东北侧,114.159352,22.565198,,68,
雍翠豪园,罗湖区,莲塘街道,罗湖区国威路与畔山路交汇处东北侧,114.172815,22.568374,,67,
港丽豪园一期,福田区,福田街道,福田区海田路2号,114.061497,22.533094,,113,
祥福雅居,罗湖区,笋岗街道,罗湖区笋岗片区宝岗路33号,114.107279,22.568108,,93,
居雅苑,福田区,福保街道,福田区福强路与金桂路交汇处南侧,114.057401,22.518167,,80,
东梅住宅楼,福田区,梅林街道,福田区梅林路与中康路交汇处西南侧,114.053321,22.570039,,78,
彩田居,福田区,莲花街道,福田区宏威路38号,114.054611,22.564277,,89,
彩田医院宿舍,福田区,福田街道,福田区福强路1001号,114.064155,22.530412,72,,
瑞昌大厦,福田区,福田街道,福田区滨河大道6001号,114.06249,22.530902,,95,
现代苑,福田区,华富街道,福田区红荔西路5005号,114.065304,22.550057,,78,
现代之窗大厦,福田区,华强北街道,福田区华强北路1078号,114.082208,22.546529,,112,
泰然泰康轩,福田区,沙头街道,福田区泰然四路118号,114.020424,22.536515,,119,
文星花园,罗湖区,南湖街道,罗湖区新安路与春风路交汇处西南侧,114.123233,22.543762,54,,
帝港海湾豪园,福田区,福保街道,福田区绒花路148号,114.050567,22.511852,,88,
南油福临苑,南山区,南山街道,南山区南山大道2019号,113.918905,22.530246,,107,
南油百富大厦,南山区,南山街道,南山区南海大道2127号,113.920407,22.513524,,108,
电力花园一期,南山区,粤海街道,南山区后海路东、创业路南,113.929626,22.516799,,93,
钻石时代公寓,罗湖区,南湖街道,罗湖区新安路45号,114.123743,22.54479,,120,
向西雍睦豪庭,罗湖区,南湖街道,罗 湖深南路南侧、东门南路东侧,114.118781,22.545618,,106,
桃源居十七区,宝安区,西乡街道,宝安宝安区西乡前进二路与汇江三路交汇处,113.858037,22.623316,,51,
金湖花园B区,罗湖区,清水河街道,罗湖区二线公路与金碧路交汇处西侧,114.089812,22.571965,74,,
金湖花园A区,罗湖区,清水河街道,罗湖区二线公路与金碧路交汇处西侧,114.089035,22.571372,75,69,
笋岗中学住宅楼,罗湖区,清水河街道,泥岗东路笋岗中学住宅楼,114.101223,22.573401,57,,
北效小区,罗湖区,东门街道,蛟湖路与新园路住宅交汇处,114.113971,22.551756,73,,
翠园街五巷,罗湖区,东门街道,翠园五巷1-8号,114.121062,22.55333,69,,
博林君瑞花园,宝安区,新桥街道,宝安沙井南环路与中心路交汇处,113.822735,22.716238,,47,
公园大地四期,龙岗区,龙城街道,龙岗区中心城29区,114.22984,22.713425,,52,57
供电局小区,罗湖区,桂园街道,河边路5号,114.107356,22.545587,67,,
深业中城,福田区,香蜜湖街道,福田区红荔西路与农园路交汇处东南,114.018896,22.543519,,119,
招商领玺家园,南山区,南山街道,深圳前海妈湾兴海大道与临海大道交汇处,113.884554,22.508483,,94,
怡美山庄,龙岗区,横岗街道,龙岗区红棉路与康乐路交汇处西北侧,114.181177,22.650259,43,39,
万科红悦花园,龙岗区,布吉街道,大罗湖新城，锦龙路与惠康路交汇处（地铁5号线百鸽笼站A出口）,114.123759,22.601503,,79,
翡翠园山湖居二期,罗湖区,东湖街道,罗湖区翠荫路488号,114.136897,22.586726,,69,
百仕达花园一期,罗湖区,翠竹街道,罗湖区翠竹片区太宁路28号,114.12942,22.572927,91,92,
兴芙楼,罗湖区,清水河街道,罗湖区清水河环仓路27号,114.105713,22.587186,47,,
香山里花园二期,南山区,沙河街道,南山区北环大道与侨香路交汇处东侧,113.967966,22.556419,,117,
华明楼,福田区,福田街道,福田区福强路海滨广场吉龙三街,114.060825,22.52959,,80,
友邻公寓,南山区,南头街道,南山区桃园路5号,113.924896,22.534381,,131,
博海名苑,南山区,粤海街道,南山区高新南十一道与沙河西路交汇处西南侧,113.948234,22.526705,,151,
华润深圳湾悦府二期,南山区,粤海街道,"(南山区深圳湾)南山后海中心区深圳湾体育中心南侧,科苑南路2888,科苑南路2888号",113.941013,22.519554,,169,
松坪水居,南山区,西丽街道,南山区松坪山朗山路,113.944057,22.559786,71,,
绿景香颂花园,龙华区,民治街道,宝安区龙华镇,114.031177,22.633303,,83,
中山颐景花园一期,南山区,南头街道,南山区南山大道3866号,113.919675,22.552033,,86,
紫竹园,南山区,招商街道,南山区东滨路187-1号,113.920697,22.507101,99,,
招商桃花园一期,南山区,招商街道,南山区工业八路272号,113.914212,22.505676,,98,
立新湖花园,宝安区,福永街道,宝安区石厦路与东华路交汇处南侧,113.822631,22.684635,33,,
天俊公司住宅楼,罗湖区,翠竹街道,罗湖区翠竹片区贝丽南路27号,114.121454,22.564724,68,,
光彩新世纪家园,南山区,南山街道,南山区桂庙路以南、南山大道以东,113.919377,22.526309,,104,
晒鱼坝住宅,盐田区,沙头角街道,盐田区步步路与桥东街交汇处西北侧,114.228028,22.548242,54,,
宏发上域花园,光明区,公明街道,深圳市光明新区公明中心区,113.901705,22.784615,,58,
福保桂花苑,福田区,福保街道,桂花路19号,114.043198,22.511828,,91,
聚宁山庄别墅,南山区,桃源街道,南山区春园路与丽水路交汇处东北侧,113.973965,22.60206,,,211
金石雅苑,宝安区,福永街道,宝安区东华路与广深公路交汇处西侧,113.823407,22.684251,,46,
名家富居,南山区,南头街道,南山区莲城片区正风路16号,113.921574,22.545323,,102,
青春家园,南山区,粤海街道,南山区商业文化中心区,113.923838,22.520221,,99,
雷圳碧榕湾海景花园,南山区,南山街道,南山区太子山沿湖路,113.899551,22.515043,,94,
明福居,福田区,香蜜湖街道,福田区农林路53号西北侧,114.007565,22.544799,,104,
威文大厦,宝安区,新安街道,宝安区上川路56号,113.88162,22.569655,,58,
联合医院住宅楼,南山区,招商街道,南山区工业七路26号,113.917306,22.499073,89,,
英伦名苑三期,南山区,粤海街道,南山区沙河西路2023号,113.950769,22.550203,,100,
传麒尚林二期,龙岗区,龙岗街道,(龙岗区龙岗双龙)丰田路73号,114.269914,22.747402,,43,
水晶之城四期,龙岗区,园山街道,龙岗区长江埔路与荷坳路交汇处南侧,114.221438,22.672562,42,35,
TATA公寓,宝安区,新安街道,宝安区23区新安三路(海关大厦旁),113.908028,22.576326,,73,
润科华府一二期,宝安区,航城街道,西乡街道洲石路与鹤州四路交汇处西北侧,113.857647,22.628702,,54,
景阳西,罗湖区,东门街道,景阳西5号,114.121467,22.555716,63,,
海上世界双玺花园三期,南山区,招商街道,望海路双玺时光道,113.915074,22.485639,,185,
深华园,南山区,南山街道,南山区新园路33号,113.913683,22.520389,96,,
润城花园,南山区,桃源街道,南山区龙珠大道与龙井路交汇处东侧,113.953101,22.572594,,78,
滨海之窗花园,南山区,粤海街道,南山区环东路西环北路北,113.93096,22.523346,,112,
纯水岸十二期,南山区,沙河街道,华侨城香山中街与潮洲街交汇处,113.96861,22.547717,,,298
宝能城花园,南山区,桃源街道,(南山区大学城)留仙大道以北， 学苑路以南,113.993213,22.59352,,110,
嘉隆星苑,福田区,香蜜湖街道,福田区香梅北路2003号,114.026242,22.558509,,99,
福莲花园,福田区,华富街道,福田区红荔西路莲花三村,114.063939,22.549278,86,86,
轻工大厦,罗湖区,黄贝街道,罗湖区爱国路1002号,114.126781,22.553317,52,,
曦龙山庄,罗湖区,黄贝街道,罗湖区延芳路588号,114.150327,22.552574,,53,
宝新花园,宝安区,新安街道,宝安区新安街道宝新路362号,113.888858,22.561659,64,,
宝佳苑,宝安区,新安街道,宝安区新安街道广深路新安段461号,113.885266,22.573096,71,,
金竹园大厦,南山区,招商街道,蛇口工业区工业九路,113.92372,22.504662,74,81,
东方颐园,罗湖区,东门街道,罗湖区中兴路与翠园路交汇处东北侧,114.121566,22.552337,,108,
玺园,龙华区,福城街道,深圳市龙华区机荷高速与龙澜大道交汇处,114.024579,22.683289,58,,
金湖花园C区,罗湖区,清水河街道,罗湖区二线公路与金碧路交汇处西侧,114.086663,22.572628,61,,
海珠城,南山区,粤海街道,南山区创业路8号,113.92581,22.518289,,89,
新洲花园,福田区,沙头街道,福田区滨河大道9001号新洲花园4栋旁,114.043311,22.529159,80,75,
豪方现代豪园,南山区,粤海街道,南山区高新中二道33号,113.930206,22.548423,,94,
非凡空间阁,龙岗区,龙城街道,龙岗区中心城,114.246394,22.733243,,52,
紫薇苑一期,龙岗区,龙城街道,龙岗区龙翔大道与公园路交汇处北侧,114.236563,22.718056,41,,
倚龙华庭,龙岗区,布吉街道,深圳市布吉大芬沃尔玛对面（大芬地铁站C出口）,114.131913,22.616182,,66,
湾上六座花园,宝安区,西乡街道,宝安区共乐路与兴业路交汇处东南侧,113.850485,22.573195,,82,
安泰花园,宝安区,西乡街道,宝安58区宝源路,113.867905,22.571484,70,,
益田名园,福田区,福保街道,福田区福强路3008号,114.045907,22.520326,,89,
福滨南村,福田区,南园街道,滨河大道3191号,114.076864,22.531054,83,,
东和附楼,盐田区,海山街道,盐田区沙头角海涛路,114.230709,22.553765,,61,
深圳湾畔花园,南山区,沙河街道,南山区深南大道与沙河东路交汇处东侧,113.962153,22.543441,,103,
东方园博苑,福田区,香蜜湖街道,福田区侨城东路职教街1号,113.995931,22.539901,,141,
电信宿舍,罗湖区,莲塘街道,深圳市罗湖区国威路6,114.170188,22.56719,52,,
莲花北,福田区,莲花街道,福田区莲花路1116号,114.045676,22.561934,81,,
南和花园,龙岗区,南湾街道,龙岗区布沙路100号,114.14696,22.612139,31,,
桂芳园一期,龙岗区,南湾街道,龙岗区李朗大道与深惠公路交汇处南侧,114.138228,22.619219,58,,
科技园住宅小区,南山区,粤海街道,青梧路1号,113.945425,22.549089,98,105,
招东小区,南山区,蛇口街道,南山区爱榕路与招商路交汇处北侧,113.924945,22.495101,71,77,
海伴雅居,南山区,蛇口街道,南山区公园路与望海路交汇处西北侧,113.91529,22.489378,,98,
世纪春城8号地块,龙华区,民治街道,宝安区民宝路与梅龙路交汇处东北侧,114.027849,22.627011,,81,
信义御城豪园（商品住房）,龙岗区,横岗街道,深圳市地铁3号线横岗地铁站B出口,114.207474,22.652971,,60,
文锦花园,罗湖区,黄贝街道,罗湖区文锦路与春风路交汇处东北侧,114.127507,22.546107,72,,
鸿瑞花园一期,南山区,南山街道,南山区南光路西、桂庙路南,113.922067,22.525504,,94,
东部华侨城天麓五区,盐田区,梅沙街道,(盐田区梅沙)盐三路东部华侨城天麓,114.307089,22.609978,,,151
华侨城曦城,宝安区,西乡街道,(宝安区曦城)尖岗山大道1号,113.897633,22.599141,,,167
公园大地八期,龙岗区,龙城街道,龙岗区中心城29区,114.226361,22.711834,,50,
恒地悦山湖花园,龙岗区,横岗街道,康乐路88号,114.181384,22.653772,,50,
郁金香家园,南山区,桃源街道,南山区龙珠六路032号,113.976634,22.564443,,88,
海文花园,南山区,粤海街道,南山区学海路2001号,113.926787,22.526752,111,102,
合正荣悦府一期,罗湖区,翠竹街道,文锦中路东北侧,114.124597,22.55516,,112,
雅仕荔景苑,南山区,粤海街道,南山区南油大道东、登良路北,113.921969,22.513854,,121,
鹏大厦,罗湖区,翠竹街道,罗湖区水贝片区文锦北路142号西,114.118484,22.568934,,134,
兰江山第花园一期,福田区,梅林街道,(福田区梅林)福龙路兰江山第花园,114.008706,22.567448,153,128,
城投福滨苑,福田区,福田街道,福田区福田路与河滨大道交汇处东北侧,114.072826,22.534446,,97,
雅丽阁,南山区,西丽街道,南山区西丽路54号,113.948471,22.577749,53,,
蛇口春天广场,南山区,蛇口街道,南山区蛇口水湾路,113.916113,22.49064,,101,
润福园,福田区,沙头街道,福田区新洲五街41号,114.034919,22.528257,,85,
玉福楼,福田区,南园街道,福田区东园路与上步南路交汇处东北侧,114.092221,22.540368,82,,
聚宝综合楼,罗湖区,莲塘街道,罗湖区聚宝路46号,114.164828,22.564866,56,,
翠拥华庭二期,罗湖区,翠竹街道,罗湖区翠竹片区翠竹路1076号,114.125495,22.565186,,94,
花好园,福田区,沙头街道,福田区滨河路旁下沙村花好园,114.020138,22.531012,,125,
皇福苑,福田区,福田街道,福田区滨河大道3215号,114.075307,22.530987,,95,
海岸明珠园,南山区,粤海街道,南山区商业文化中心区,113.926937,22.518908,,115,
恒星园,福田区,香蜜湖街道,福田区侨香路1058号,114.016691,22.556264,,106,
海月花园一期,南山区,招商街道,南山区海月路43号东侧,113.928999,22.505568,106,100,
海月华庭,南山区,招商街道,南山区招商街道海月片区海月路28号,113.931183,22.501285,,118,
港信达银信广场（商品住房）,龙岗区,横岗街道,(龙岗区横岗)松柏路1号,114.203725,22.648516,,57,
梅兴苑,福田区,梅林街道,福田区梅华路126号,114.045063,22.568994,75,,
金竹园小区,南山区,招商街道,南山区工业九路27号东侧,113.922236,22.503749,91,,
弘诚阁,龙华区,龙华街道,宝安区宝华路与中环路交汇处南侧,114.013964,22.655959,47,,
同创新作居,龙岗区,平湖街道,平湖富安大道与平安大道,114.130093,22.686733,,49,
汇港名苑,福田区,南园街道,福田区滨河大道3099号,114.078547,22.532894,,97,
美思苑大厦,罗湖区,翠竹街道,罗湖区太宁路213号,114.127674,22.569101,,77,
宝雅花园,宝安区,新安街道,宝安区洪浪北路与大宝路交汇处南侧,113.911928,22.576104,61,60,
心悦园,罗湖区,东湖街道,罗湖区太白路2018号,114.135346,22.579013,62,,
跃华园,南山区,南山街道,南山区南山大道2008号,113.91954,22.528865,,78,
梅林二村,福田区,梅林街道,福田区梅华路与梅中路交汇处西北侧,114.039907,22.567275,77,,
合正锦湖逸园,罗湖区,笋岗街道,罗湖区文锦北路与田贝一路交汇处西侧,114.118621,22.560378,,96,
深业岭秀名苑,福田区,莲花街道,福田区宏威路33号,114.052625,22.563642,,104,
仙湖枫景家园,罗湖区,莲塘街道,罗湖区聚宝路173号,114.164699,22.568677,,76,
仙泉山庄,罗湖区,莲塘街道,罗湖区鹏兴路9号,114.156518,22.565321,,,108
东海龙腾公寓,盐田区,盐田街道,盐田区东海龙腾公寓,114.254615,22.591871,42,,
安居苑(莲花),福田区,莲花街道,福田区宏威路2号,114.054688,22.563026,,72,
水畔紫云阁,福田区,南园街道,福田区滨河大道南侧,114.077291,22.530539,,98,
兰亭国际公寓,罗湖区,莲塘街道,罗湖区罗沙公路与延芳路交汇处东南侧,114.152175,22.55583,,67,
华丽西村,罗湖区,黄贝街道,罗湖区华丽路与黄贝路交汇处西南侧,114.129441,22.554362,65,,
深南花园,南山区,粤海街道,南山区科兴路11号,113.939768,22.543921,,79,
东门天地大厦,罗湖区,东门街道,罗湖区东门中路2123号,114.117256,22.552359,,92,
梅安居,福田区,梅林街道,福田区中康路与梅林路交汇处西南侧,114.052886,22.569037,94,,
安全局大院(西区),罗湖区,翠竹街道,罗湖区太安路88号,114.130309,22.575404,65,,
富铭花园,宝安区,新安街道,宝安区新安一路与翻身路交汇处西北侧,113.895641,22.556855,61,,
富源花园,宝安区,新安街道,宝安区翻身路与兴华路交汇处北侧,113.891507,22.561088,56,61,
富源滨海春城,宝安区,新安街道,宝安区上川一路与翻身大道交汇处西北侧,113.882805,22.572232,,58,
宝海花园,宝安区,新安街道,宝安区新安街道甲岸路新安段127号,113.897931,22.560682,57,,
海王大厦,南山区,南山街道,南山区南油大道路与创业路交汇处,113.921539,22.518842,,76,
海湾花园,南山区,蛇口街道,蛇口海昌路,113.917105,22.489109,70,,100
岭尚时代园,福田区,园岭街道,福田区八卦四路66号,114.092594,22.566616,,102,
金祥佳园,罗湖区,清水河街道,罗湖区红岗路1168号,114.105433,22.588961,,64,
八达商城,罗湖区,东门街道,罗湖区解放路永新街51号,114.11233,22.547374,91,,
太白居,罗湖区,东湖街道,罗湖区东晓路3038号,114.133707,22.583179,70,69,
观澜湖比佩亚大宅,龙华区,观澜街道,宝安区桂花路与观光路交汇处北侧,114.057498,22.748979,65,,76
阳光海滨花园,南山区,蛇口街道,南山区后海滨路1168号,113.935433,22.493286,,153,
鲜花公司综合楼,罗湖区,清水河街道,罗湖区上步北路2006号,114.086208,22.569302,65,,
四季丽晶公寓,南山区,南头街道,南山区南新路与金鸡路交汇处东南侧,113.915048,22.537259,,130,
南油生活B区,南山区,粤海街道,南山区兴南路以东,113.92476,22.513077,94,,
新兴村,罗湖区,黄贝街道,罗湖区罗芳路88号,114.142592,22.548697,63,,
海洋大厦（商品住房）,罗湖区,翠竹街道,罗湖区翠竹片区东门北路1050号,114.124511,22.558185,,93,
汇龙花园,福田区,梅林街道,福田区凯丰路30号,114.05841,22.576913,87,,
华瑞大厦,罗湖区,桂园街道,罗湖区宝安南路1001号,114.104327,22.539227,,86,
南海台大厦,南山区,南头街道,南山区南新路2068号,113.914511,22.534319,,92,
鹏海苑,大鹏新区,大鹏街道,龙岗区坪西公路与青年路交汇处东南侧,114.470639,22.592167,36,,
星河国际花园,福田区,福田街道,福田区福华三路269号,114.049026,22.534302,,123,
深云村,南山区,沙河街道,安托山西北侧,113.987602,22.557441,,89,
海晖大厦,南山区,粤海街道,南山区南海大道2122号,113.92076,22.510912,,85,
海昌大厦,南山区,蛇口街道,海昌街,113.917477,22.489965,98,,
欣荣苑,宝安区,新安街道,宝安区上川一路与自由路交汇处南侧,113.883947,22.571958,,54,
红岗大厦,罗湖区,清水河街道,罗湖区红岗路1003红岗西村小区,114.098451,22.571847,,56,
科大雅苑,南山区,桃源街道,学苑路与麦地巷路交汇处,113.995893,22.595116,,115,
布心公寓,罗湖区,东晓街道,罗湖区太白路与东晓路交汇处西北侧,114.132169,22.580231,71,,
星航华府三期,宝安区,福永街道,深圳市航空新城宝安107国道兴围路口,113.827136,22.646257,,50,
果园西,罗湖区,桂园街道,罗湖区桂园片区桂园路48号,114.107648,22.551649,71,,
棕榈泉别墅二期,罗湖区,清水河街道,罗湖区银湖路金湖一街37号,114.077518,22.577034,68,,196
景福花园二期,罗湖区,莲塘街道,罗湖区畔山路与国威路交汇处西南侧,114.170418,22.566461,53,,
公园大地三期,龙岗区,龙城街道,龙岗区中心城29区,114.228761,22.715342,,51,
