districtname,zoneName,communityName,communityId,multiRent,highRent,lowRent
南山区,粤海街道,科技园37区住宅楼,3067,112,,
南山区,南山街道,德尚世家花园,3806,,135,165
龙岗区,南湾街道,中城康桥花园三期,1324,50,49,
南山区,招商街道,榆园三期,2980,78,,
福田区,香蜜湖街道,东海十八居,2679,,152,
龙岗区,龙城街道,鸿进花园,800,35,,
南山区,桃源街道,珠光花半里欣苑,3293,,84,
宝安区,西乡街道,宝城花园,3723,52,,
福田区,沙头街道,泰然宿舍,2967,95,,
龙岗区,吉华街道,水晶花园,4118,39,,
宝安区,西乡街道,海湾明珠花园一期,2771,66,,
龙华区,龙华街道,富士康世纪华庭二期,1105,52,51,
宝安区,福永街道,天欣花园三期,3410,,51,
福田区,莲花街道,景雅居,3176,,91,
福田区,莲花街道,景龙大厦,2275,,69,
龙华区,民治街道,馨园二期,950,56,56,92
福田区,福保街道,宝瑞轩,2276,,80,
南山区,沙河街道,纯水岸八期,3436,,,260
罗湖区,黄贝街道,三叉河华侨新村,924,43,,
福田区,莲花街道,景桦花园,4290,,85,
盐田区,海山街道,海荣居,2615,,55,
福田区,沙头街道,新洲骏皇嘉园,2649,,106,
南山区,南头街道,马家龙工业区宿舍,3251,84,,
盐田区,海山街道,海涛花园,3573,46,,
南山区,桃源街道,宝珠花园,3016,,76,
福田区,梅林街道,梅林苑,2401,70,,
宝安区,新安街道,灵芝新村,2422,57,,
龙岗区,南湾街道,颂雅苑,1017,55,,
龙岗区,龙城街道,依山郡花园三期,805,,43,
罗湖区,黄贝街道,芳春花园,952,60,,
宝安区,西乡街道,天琴阁,2388,,84,
南山区,招商街道,海祥阁,3168,,90,
福田区,沙头街道,金海燕花园,3035,89,93,
南山区,南山街道,鼎太风华社区一期,3710,,93,
南山区,粤海街道,瑞铧苑,3714,,104,
宝安区,新安街道,金鼎花园,2741,65,,
南山区,沙河街道,明珠雅苑,3417,72,,
南山区,沙河街道,景翠苑,3783,82,,
福田区,香蜜湖街道,东海花园,2674,,116,
福田区,沙头街道,绿景花园,2675,84,80,
福田区,梅林街道,华茂苑,2067,80,75,
大鹏新区,葵涌街道,金众金域半山花园,2194,,40,
大鹏新区,葵涌街道,陶柏莉花园（一期）,4295,,42,45
宝安区,新安街道,白金时代公寓,2680,,103,
宝安区,福永街道,金域豪庭三期,3007,,61,
宝安区,西乡街道,御龙居,3647,,49,
宝安区,西乡街道,桃源居二区,2772,42,50,
南山区,南山街道,南油乐群楼,3784,92,,
南山区,南头街道,新德家园,2981,,101,
龙华区,龙华街道,美丽家园北区,922,51,53,
南山区,南头街道,红花园,2982,73,,
龙岗区,坂田街道,第五园四期,1457,,75,
南山区,南山街道,常兴花园,3528,80,,
南山区,南头街道,宏福苑,3367,85,,
福田区,莲花街道,建筑设计院住宅楼(福田),2023,81,,
福田区,福保街道,朗庭豪园,2278,,80,
宝安区,新安街道,新锦安雅园二期,2864,,63,
宝安区,西乡街道,西万住宅楼,2739,45,,
南山区,招商街道,蛇口花园城一期,3287,,97,
南山区,粤海街道,岸芷汀兰花园,3288,,135,
南山区,南山街道,深意综合楼,3289,100,,
南山区,南山街道,顺天大厦,4090,,65,
南山区,蛇口街道,皇庭港湾花园,3291,,175,
南山区,招商街道,半山海景别墅,4052,,,150
罗湖区,清水河街道,银谷别墅区(银谷会苑),4220,80,,140
罗湖区,清水河街道,银湖旅游中心宿舍区,954,64,,
福田区,福田街道,发展兴苑,4016,,121,181
龙华区,民治街道,星河盛世花园一期,1018,,94,
南山区,沙河街道,纯水岸四期,3441,,127,221
福田区,福保街道,南方国际广场,4012,,115,
宝安区,新安街道,中商花园,2389,,68,
宝安区,新安街道,中怡名苑,2390,,63,
罗湖区,南湖街道,外运大院(和平路),4243,70,,
盐田区,沙头角街道,南天花园,3311,49,,
宝安区,新安街道,泛华苑,2742,55,62,
福田区,梅林街道,富国茗苑,2305,76,,
南山区,粤海街道,深圳湾彩虹之岸,3796,,117,
南山区,蛇口街道,君汇新天花园,3055,,143,
南山区,粤海街道,新世界豪园二期,3056,,,157
宝安区,新安街道,香缤广场,2676,,81,
罗湖区,黄贝街道,名泰轩,3942,63,77,
宝安区,新安街道,富怡花园,2391,61,,
福田区,华富街道,振业花园,4078,89,,
宝安区,新安街道,七十三区商住楼,3815,44,,
宝安区,福永街道,金域豪庭二期,3808,48,50,
龙华区,龙华街道,富士康世纪华庭一期,1844,49,,
宝安区,福永街道,时代景苑二期,2884,,40,
宝安区,新安街道,金泓凯旋城,2677,,80,
福田区,梅林街道,碧荔花园,2678,,72,
福田区,福保街道,新桂花村,4097,79,80,
罗湖区,清水河街道,棕榈泉别墅一期,923,,63,157
南山区,蛇口街道,栖游家园,3458,,124,
龙华区,龙华街道,御筑轩,1659,61,65,
福田区,香蜜湖街道,天御香山花园,2065,,153,
龙华区,龙华街道,赛龙豪轩,1660,53,,
福田区,香蜜湖街道,香榭里花园,2158,,111,
福田区,梅林街道,搪瓷公司住宅楼,2159,68,,
宝安区,西乡街道,泰华豪园,2773,51,48,
南山区,蛇口街道,映月湾花园,3805,,127,
盐田区,沙头角街道,天富花园,2044,,53,
罗湖区,东门街道,东方大厦,1155,69,,
光明区,光明街道,高正豪景花园,3665,35,,
罗湖区,莲塘街道,翠榕花园,804,55,,
罗湖区,清水河街道,田园居,948,,,163
龙华区,大浪街道,荟港尊邸一期,949,60,64,85
福田区,莲花街道,市政生活区,4059,82,83,
南山区,南山街道,大陆庄园,2983,83,78,
福田区,沙头街道,新光小区,2386,90,87,
福田区,南园街道,国企大厦,2387,,81,
龙华区,龙华街道,新华苑二期,951,,57,
龙华区,福城街道,华盛观荟名庭,1620,,47,
罗湖区,东湖街道,淘金山湖景花园一期,1506,,80,
宝安区,新安街道,富源商贸大厦,4141,,64,
罗湖区,翠竹街道,百仕达花园二期,3971,86,93,
南山区,蛇口街道,曦湾华府,3290,,155,257
龙华区,民治街道,星河传奇花园一期,1322,,83,
盐田区,海山街道,海都花园,2855,,49,
龙岗区,横岗街道,振业城一期,799,52,50,53
罗湖区,莲塘街道,仙湖山庄一期,801,53,,170
南山区,沙河街道,侨城馨苑,3244,,99,
南山区,招商街道,"水湾壹玖柒玖广场一期
（商品住房）",1998,,122,
罗湖区,桂园街道,洪二村,1864,77,,
龙岗区,龙城街道,和兴花园二期,661,35,34,
龙岗区,布吉街道,荣华楼,764,40,,
罗湖区,东门街道,聚龙大厦,1873,,83,
罗湖区,笋岗街道,田心新村,1878,52,,
龙岗区,布吉街道,粤宝公司家属楼,1788,44,,
南山区,招商街道,龙瑞佳园,3401,,82,
龙岗区,坂田街道,万科金色半山花园,603,,86,
龙岗区,布吉街道,兴业花园,604,34,,
龙岗区,龙岗街道,九州家园二期,4189,30,31,
罗湖区,东晓街道,紫荆花园,1874,62,56,
罗湖区,黄贝街道,新秀村北区,1455,63,,
龙岗区,布吉街道,莲花山庄三村,605,,,54
罗湖区,翠竹街道,嘉多利花园,1607,,95,
罗湖区,桂园街道,星桂园,1865,,114,
罗湖区,桂园街道,快捷假日公寓,1699,,108,
罗湖区,东晓街道,金稻田公寓,3995,80,,
龙岗区,布吉街道,信义假日名城三期,1343,,61,
龙岗区,坪地街道,吉之堡商都,1474,29,,
罗湖区,东门街道,名阳阁,606,83,,
罗湖区,南湖街道,文锦中学宿舍,3976,59,,
大鹏新区,葵涌街道,德华花园,2202,33,,
罗湖区,南湖街道,渔民村,1866,,109,
龙岗区,南湾街道,南岭花园,1398,34,,
龙岗区,龙岗街道,创富时代名苑,662,,40,
龙华区,龙华街道,鸿荣源·壹成中心五区,4222,,88,
罗湖区,东门街道,万科彩园,1867,,98,
龙岗区,坂田街道,十二橡树庄园二期,1244,63,52,95
罗湖区,东湖街道,布心花园,1344,57,,
罗湖区,东门街道,金溪大厦,1345,78,,
龙岗区,布吉街道,大世纪花园一二期,1346,60,53,
罗湖区,翠竹街道,竹园商场,1680,74,,
盐田区,沙头角街道,副食果菜大楼,3433,46,,
福田区,南园街道,南华花园,2277,,96,
罗湖区,黄贝街道,华丽东村,1349,63,,
罗湖区,东门街道,蛟湖小区,1350,76,,
罗湖区,东门街道,新安公司住宅,1700,77,,
罗湖区,桂园街道,公安局大院,4240,69,,
盐田区,盐田街道,佳兆业山海苑,3671,,53,
宝安区,新安街道,华苑楼,2934,48,,
龙岗区,坂田街道,星光之约花园,607,47,54,
南山区,桃源街道,怡然天地居,3297,81,,
南山区,南头街道,桃花园(南山),3298,79,,
罗湖区,黄贝街道,文锦大厦,1328,,69,
南山区,沙河街道,美加广场,2976,,90,
罗湖区,莲塘街道,仙湖山庄二期,802,,,180
南山区,南头街道,桃苑小区,3019,87,,
南山区,桃源街道,天地峰景园,3015,,82,
福田区,福田街道,名科馨阁,2302,,93,
罗湖区,翠竹街道,新港鸿花园,1785,82,79,
福田区,梅林街道,奥士达住宅楼,3835,68,,
罗湖区,翠竹街道,市人民医院住宅楼,3975,66,,
罗湖区,东门街道,明华广场,1354,,75,
宝安区,西乡街道,福中福商业城一二期,2363,61,,
宝安区,西乡街道,瑞尚居（商品住房）,2426,,66,
宝安区,西乡街道,桃源居六区,2364,53,59,
福田区,香蜜湖街道,建业小区,3731,78,,
福田区,华强北街道,君悦阁,2301,,120,
福田区,莲花街道,新世界山月居,2400,,77,
罗湖区,清水河街道,齐明别墅,993,,69,159
福田区,沙头街道,君临天下名苑,2385,,158,
龙岗区,龙城街道,盛龙花园一期,682,31,,
罗湖区,翠竹街道,东湖医院宿舍,4249,66,,
罗湖区,南湖街道,深华商业大厦,1870,,87,
罗湖区,南湖街道,爵士大厦,1954,,110,
罗湖区,桂园街道,电器公司,1183,71,,
龙华区,民治街道,金地梅陇镇二期,994,,58,
福田区,园岭街道,庆安航空大厦,2590,,65,
南山区,招商街道,招北小区,4051,89,,
罗湖区,东湖街道,麟腾苑二期,1351,,85,
宝安区,新安街道,冠利达利安公寓,2230,61,,
龙岗区,龙岗街道,满京华喜悦里华庭一期,4102,,54,
罗湖区,桂园街道,祥宝楼,1352,,89,
罗湖区,桂园街道,市公安局接待站住宅楼,1353,71,,
盐田区,沙头角街道,水务沙头角综合楼,3432,44,,
龙华区,民治街道,锦绣江南四期,1458,,58,
福田区,莲花街道,雅颂居,3200,,155,
罗湖区,莲塘街道,鹏兴花园一期,4180,55,,
福田区,沙头街道,嘉洲豪园一期,2672,,87,
南山区,南山街道,山海翠庐,2977,,78,91
南山区,招商街道,工贸佳园,2978,77,,
南山区,沙河街道,纯水岸十六期,3861,,156,
罗湖区,南湖街道,中怡大厦,1122,,94,
南山区,南山街道,惠中名苑,578,86,,
罗湖区,翠竹街道,万科俊园,1314,,93,
罗湖区,清水河街道,鸣翠谷,944,72,90,
南山区,西丽街道,官龙名苑,3014,,70,
光明区,马田街道,峰荟花园二期,4262,,43,
龙岗区,布吉街道,超群大厦,1123,52,,
罗湖区,黄贝街道,丹枫白露苑,1057,,79,
龙岗区,南湾街道,中兆花园,1124,56,53,
罗湖区,桂园街道,骏庭名园,3949,,90,
罗湖区,黄贝街道,文华花园,945,68,69,
南山区,南山街道,天马综合楼,3041,,73,
大鹏新区,葵涌街道,陶柏莉花园（二期）,4296,,42,
罗湖区,桂园街道,都市名园,1527,,96,
宝安区,西乡街道,碧海富通城六期,2361,,80,
光明区,公明街道,宏发雍景城,2362,36,42,
罗湖区,莲塘街道,桐景花园,4137,,61,
龙岗区,宝龙街道,怡瑞达乐郡,1475,,37,
罗湖区,东门街道,兴华广场,1871,70,,
龙华区,观湖街道,深业泰然观澜玫瑰苑,1872,,53,
南山区,粤海街道,美墅蓝山家园,3042,,109,
福田区,福田街道,彩天名苑,3565,,106,
福田区,南园街道,杰恩大厦,2673,,111,
南山区,蛇口街道,招南小区,3292,91,,
罗湖区,翠竹街道,金翠园,1121,,106,
龙岗区,龙城街道,鸿基花园三期,681,,54,
龙岗区,布吉街道,粤宝山顶住宅小区,1508,42,,
罗湖区,翠竹街道,巨邦公司住宅楼(西区),3940,53,,
罗湖区,桂园街道,红群楼小区,4126,72,,
南山区,沙河街道,华侨城锦绣花园二期,3923,,86,
龙岗区,布吉街道,翡翠星光园,1377,,70,
宝安区,西乡街道,海语西湾花园,2274,,70,
龙华区,民治街道,金地梅陇镇四期,1525,,68,
福田区,华强北街道,振兴路体委宿舍,2883,94,,
南山区,粤海街道,城脉深圳湾公馆,2979,,248,
福田区,福田街道,名津广场（商品住房）,3197,,103,
盐田区,海山街道,新世界倚山花园一期,2223,,,100
龙华区,民治街道,潜龙鑫茂花园A区,1626,78,73,
罗湖区,黄贝街道,福德花园大厦,1868,,74,
龙华区,龙华街道,和平花园,1012,38,,
罗湖区,清水河街道,金湖山庄,946,81,,130
罗湖区,清水河街道,润唐山庄,947,,64,161
罗湖区,莲塘街道,赛普振华苑,663,58,,
龙岗区,坂田街道,泓瀚苑,1869,45,,
大鹏新区,大鹏街道,璞岸花园一期,2598,,50,
龙岗区,宝龙街道,金地名峰花园,3933,,39,
龙岗区,布吉街道,可园一期,1125,61,62,
南山区,沙河街道,美庐锦园,3043,,107,
南山区,招商街道,碧涛苑别墅,3044,,,125
罗湖区,东晓街道,松泉山庄,1321,67,63,
宝安区,福永街道,永恒楼,3000,,44,
南山区,招商街道,爱榕园一二期,555,91,,
南山区,南头街道,马家龙大新住宅楼,3924,79,,
盐田区,海山街道,海鹏苑,2579,47,,
罗湖区,东晓街道,比华利山庄,1597,46,,
龙岗区,布吉街道,大芬艺术大厦,1890,,47,
龙岗区,横岗街道,地铁锦上花园,735,,57,
宝安区,新安街道,丰华苑,2406,,68,
龙岗区,坂田街道,万科四季花城一期,1891,55,58,59
龙岗区,坂田街道,坂田石化新村,1665,45,,
宝安区,西乡街道,中粮万福阁,2375,,87,
龙岗区,坂田街道,万科四季花城四期,1498,61,58,
龙华区,民治街道,万家灯火花园,1849,61,,
宝安区,新安街道,中洲华府二期（商品住房）,2407,,108,
宝安区,西乡街道,桃源居七区,2368,45,47,
南山区,南头街道,星海名城一期,3461,,96,
宝安区,西乡街道,桃源居五区,2409,51,50,
南山区,招商街道,天海豪景苑,3863,,75,
罗湖区,翠竹街道,公路局大院,1636,68,,
罗湖区,东湖街道,谱心苑,1043,69,,
龙岗区,布吉街道,金洲花园,3970,59,,
罗湖区,翠竹街道,田贝二路八号大院,4256,62,,
罗湖区,笋岗街道,田贝村综合楼,643,65,,
宝安区,西乡街道,桃源居十四区,2416,53,53,
龙岗区,布吉街道,莲花山庄二村,1303,,,55
宝安区,西乡街道,双龙花园,3553,44,,
龙岗区,布吉街道,信义荔山公馆,4130,,71,
福田区,香蜜湖街道,水榭花都一期,2379,,196,206
龙华区,龙华街道,美丽365花园,622,58,53,
坪山区,龙田街道,中粮一品澜山花园,2149,,35,41
龙华区,龙华街道,城市明珠花园,1901,,54,
龙华区,大浪街道,潜龙曼海宁花园南区,1902,,73,
龙岗区,坂田街道,第五园七期,1337,,69,114
罗湖区,桂园街道,百汇大厦,3932,,86,
罗湖区,桂园街道,红围四巷,925,83,,
福田区,福田街道,庆福园,4055,,116,
龙华区,民治街道,书香门第上河坊广场,1581,,95,
龙岗区,布吉街道,京南华庭,1903,,64,
南山区,南山街道,山东大厦,3864,,69,
宝安区,西乡街道,桃源居十一区,2410,,59,
龙岗区,龙岗街道,国香尚居,737,,35,
福田区,园岭街道,长泰花园,2411,,97,
龙华区,龙华街道,华侨花园,1904,40,,
光明区,马田街道,宏发嘉域花园一期,2417,,45,
宝安区,福海街道,中粮凤凰里花苑,3008,,52,
龙岗区,坂田街道,第五园三期,1304,,68,72
龙华区,龙华街道,东和花园,1305,45,,
龙华区,民治街道,卓越皇后道名苑,4100,,72,95
福田区,福保街道,银泰苑,2380,,80,
宝安区,新安街道,泰华商业城,2381,56,,
龙华区,龙华街道,龙股综合楼,1905,39,,
宝安区,新安街道,七十四区商住楼,3895,50,,
龙岗区,坂田街道,天景山庄东区,1896,52,,62
罗湖区,翠竹街道,深纺大院,940,70,,
龙岗区,南湾街道,泰雅园,1044,60,57,
龙华区,民治街道,万科金域华府一期,1045,,89,168
龙华区,民治街道,万科金域华府二期,1802,,100,178
龙岗区,坂田街道,依云山庄,1399,49,,59
南山区,沙河街道,世界花园樱花居,3360,88,,
罗湖区,桂园街道,信兴广场,1400,,110,
龙岗区,布吉街道,大芬油画苑,595,,42,
罗湖区,桂园街道,桂花大厦,1282,,73,
龙华区,民治街道,中航阳光新苑,1819,73,65,
龙岗区,南湾街道,左庭右院（南区）,4254,,55,
福田区,香蜜湖街道,水榭花都三期,2369,,184,
盐田区,沙头角街道,诗宁别墅区,3459,,,59
罗湖区,桂园街道,广场北街住宅楼,4229,72,,
龙岗区,布吉街道,祥发大厦,640,,42,
光明区,凤凰街道,盛迪嘉光明壹号花园一期,4276,,50,
罗湖区,笋岗街道,洪湖一街1号大院,623,75,,
龙岗区,吉华街道,翠枫豪园一期,1307,48,,
龙岗区,吉华街道,翠枫豪园二期,1438,52,49,
龙岗区,布吉街道,莲花山庄四村,593,,,69
福田区,福保街道,葵花公寓,2617,,215,
龙岗区,南湾街道,阳基新天地家园,3969,,52,
罗湖区,桂园街道,松园南小区,1959,69,,
龙岗区,坂田街道,德润荣君府（商品住房）,957,,74,
宝安区,新安街道,西城雅筑花苑,2402,,100,
龙岗区,布吉街道,粤宝花园,4193,45,43,
龙岗区,吉华街道,长发楼,1517,42,,
龙岗区,布吉街道,大都汇大厦,3997,,62,
龙岗区,吉华街道,金域上郡花园,1931,,67,
龙岗区,南湾街道,大世纪水山缘,594,,50,
南山区,南山街道,新保辉大厦,3767,,105,
龙岗区,坂田街道,星河银湖谷花园,985,,86,
盐田区,海山街道,鹏湾花园,2578,53,51,
龙岗区,横岗街道,翠湖山庄,574,38,,46
南山区,南山街道,月亮湾花园,4093,60,,
福田区,梅林街道,天居水木澜山居,2418,,95,
盐田区,沙头角街道,诗宁里小区,2577,49,,
南山区,粤海街道,科技园30区,3768,128,,
龙岗区,吉华街道,花语岸花园,3962,,58,
福田区,莲花街道,馨庭苑二期,2165,,89,
福田区,莲花街道,彩田村,4024,,91,
福田区,梅林街道,天源梅林居,2695,81,85,
福田区,福田街道,大康福盈门大厦,3896,,81,
南山区,粤海街道,金海岸大厦,3315,,123,
南山区,粤海街道,英伦名苑一期,3316,100,109,
罗湖区,桂园街道,嘉福苑,4134,63,,
龙岗区,布吉街道,信义假日名城五期B区,1875,,68,
罗湖区,桂园街道,名仕阁,4101,,96,
宝安区,西乡街道,龙腾花园,3554,50,,
罗湖区,南湖街道,双城世纪大厦,1306,,99,
龙岗区,横岗街道,隆盛花园,680,,41,
龙岗区,坪地街道,懿祥花园,3977,29,,
罗湖区,桂园街道,红围街1/9号,642,67,,
罗湖区,翠竹街道,深中宿舍楼(洪湖中学宿舍楼),4246,75,,
龙华区,民治街道,滢水山庄一期,761,58,,
龙岗区,布吉街道,盈翠家园,599,51,56,
宝安区,西乡街道,宝田居,2419,51,,
宝安区,西乡街道,富盈门花园,2420,,56,
龙岗区,坂田街道,旭景佳园二期,1518,,61,
罗湖区,南湖街道,和平大厦,1505,,73,
龙华区,民治街道,玖龙玺花园二期北区,1579,,97,
龙岗区,坂田街道,佳兆业悦峰花园,1818,,65,
坪山区,马峦街道,东津名座,3593,,42,
罗湖区,桂园街道,和平广场,1037,,92,
宝安区,西乡街道,桃源居一区,2413,50,49,
宝安区,西乡街道,古海花园,3659,48,,
龙岗区,坂田街道,绿怡居,4210,,60,
福田区,南园街道,南园新村,2370,89,,
光明区,光明街道,和润家园,2085,,59,
龙岗区,坂田街道,嘉御豪园,1038,,75,
龙华区,观澜街道,观澜湖高尔夫大宅露诗达区,1403,,,78
龙岗区,坂田街道,信义御珑豪园,1934,,76,
罗湖区,翠竹街道,生产资料住宅,644,72,,
龙岗区,布吉街道,可园二期,615,,59,
龙岗区,布吉街道,可园四期,1333,,61,
龙岗区,布吉街道,可园五期,616,,61,
龙华区,龙华街道,中环花园三期,1594,50,,
宝安区,石岩街道,如意豪庭,2437,,46,
南山区,蛇口街道,蛇口小学综合楼,3253,71,,
罗湖区,南湖街道,向欣苑,1951,75,,
罗湖区,桂园街道,解放路174号大院,4119,67,,
龙岗区,吉华街道,金沙花园(龙岗),1820,,34,
龙华区,观澜街道,观澜豪园赛维纳,1610,,52,
龙华区,观澜街道,观澜豪园晓峰居,1888,,,118
宝安区,福永街道,福安大厦,3548,30,,
罗湖区,南湖街道,铂金时代公寓,617,,95,
龙岗区,布吉街道,信义假日名城二期,1497,58,65,
福田区,园岭街道,鹏盛村,2376,81,82,
坪山区,碧岭街道,东部华侨城天麓七区,2224,,,150
光明区,马田街道,峰荟花园一期,4277,,52,
宝安区,新安街道,天悦龙庭,2377,,76,
宝安区,新安街道,御景湾花园,3001,,76,
罗湖区,东晓街道,外贸经济公司住宅楼,4307,60,,
罗湖区,南湖街道,东海大厦,1119,,67,
龙岗区,布吉街道,布吉广场,1120,43,45,
坪山区,坪山街道,嘉宏湾花园二期,2150,51,48,72
龙岗区,布吉街道,信义荔景御园,998,,101,
罗湖区,桂园街道,国都花园(罗湖),1814,,79,
罗湖区,桂园街道,金众经典家园,4136,,94,
宝安区,西乡街道,宝兴花园,2421,51,,
龙岗区,南湾街道,公园里花园二期,3944,,57,
龙岗区,南湾街道,公园里花园四期,3945,,57,
龙岗区,龙岗街道,德沁苑,736,,37,
盐田区,盐田街道,裕达华庭,2573,,49,
盐田区,盐田街道,裕鹏阁,2574,44,,
龙岗区,布吉街道,信义荔山御园,1898,,89,
南山区,桃源街道,塘朗城广场,2987,,85,
罗湖区,翠竹街道,石油公司住宅楼,1514,62,,
龙岗区,吉华街道,阳光花园一期,1815,55,,
罗湖区,桂园街道,宏安楼,1816,78,,
龙华区,龙华街道,富士康世纪华庭三期,1448,,56,
龙岗区,坂田街道,第五园六期,1539,,90,
龙岗区,坂田街道,嘉霖华禧（商品住房）,958,,61,
罗湖区,桂园街道,中医院住宅楼(罗湖),1932,69,,
光明区,光明街道,新地中央花园,4068,,49,
罗湖区,南湖街道,锦花大厦,618,,65,
龙岗区,布吉街道,京宝苑,1334,45,,
宝安区,新安街道,中粮紫云花园,2870,,97,
宝安区,福永街道,凤凰花苑,2414,,45,
坪山区,马峦街道,金地朗悦花园,3071,,35,
龙岗区,龙城街道,阅山华府二期,826,,47,46
罗湖区,翠竹街道,水库市场综合楼,1039,81,,
宝安区,新安街道,裕宝大厦,2354,,64,
盐田区,沙头角街道,边检住宅楼,4169,46,,
罗湖区,黄贝街道,金盾花园,1347,60,,
龙岗区,布吉街道,百合星城一期,1348,,64,
龙岗区,布吉街道,莲花山庄一村,4314,,,63
龙岗区,横岗街道,横岗住宅楼,664,44,,
龙岗区,布吉街道,信义假日名城一期,1000,54,,
龙岗区,坂田街道,万科四季花城二期,1889,63,66,
龙岗区,坂田街道,富豪山庄,641,,,52
福田区,福田街道,云顶翠峰花园二期,2372,,107,
罗湖区,桂园街道,红桂皇冠名庭（商品住房）,619,,113,
光明区,公明街道,宏发美域花园,2373,,45,
罗湖区,桂园街道,荔景大厦,620,,83,
龙华区,大浪街道,和平里花园一期（商品住房）,1897,,72,
宝安区,西乡街道,贤基大厦,2355,47,,
龙华区,民治街道,藏珑苑,1302,,79,115
龙华区,民治街道,公馆一八六六花园北区,4247,,90,
盐田区,海山街道,翠景花园,2572,46,,
光明区,光明街道,正兆景嘉园,2378,,41,
龙岗区,横岗街道,新世界广场四期,1738,,36,
龙岗区,布吉街道,凯旋天玺名庭（商品住房）,995,,78,
龙岗区,布吉街道,华浩源A区,1634,45,47,
罗湖区,东门街道,糖烟酒大院,1960,77,,
福田区,园岭街道,新华住宅楼,2601,83,,
龙岗区,坂田街道,旭景佳园三期,1496,54,63,
罗湖区,桂园街道,鸿隆世纪广场,596,,82,
光明区,光明街道,美景花园,2412,37,,
南山区,南头街道,星海名城六期,3598,,100,
宝安区,西乡街道,福安楼,2405,34,,
盐田区,海山街道,蓝色海月居,2602,,54,
宝安区,西乡街道,凤凰雅居,3522,,73,
盐田区,海山街道,碧桐海苑,2575,,63,
盐田区,沙头角街道,碧桐湾,2576,,69,
罗湖区,桂园街道,红岭集团大院,1899,72,80,
龙岗区,南湾街道,南威中心,1900,32,,
罗湖区,东门街道,好年华大厦,1499,,101,
罗湖区,黄贝街道,海珑华苑,1817,,78,
南山区,南山街道,中海阳光玫瑰园,3778,,97,
南山区,沙河街道,红树西岸花园,3779,,165,
光明区,马田街道,中粮云景花园南区,2466,,48,
罗湖区,桂园街道,红桂一街8号大院,1036,64,,
宝安区,西乡街道,翠景居,2436,59,56,
福田区,福保街道,深福保经济适用房,4293,,102,
龙岗区,布吉街道,联美新天地华府,960,,65,
龙岗区,宝龙街道,蓝钻风景花园,734,,34,
宝安区,西乡街道,润恒尚园,2408,,66,
龙岗区,布吉街道,莲花山庄五村,1040,,,52
龙岗区,坂田街道,万科四季花城五期,1041,59,63,
龙岗区,龙城街道,阅山华府三期,827,,49,
龙岗区,坂田街道,日辉台花园,1042,58,53,
龙华区,民治街道,圣莫丽斯花园,1813,79,84,140
龙岗区,布吉街道,国都花园(龙岗),1401,,41,
龙岗区,坂田街道,万科四季花城七期,613,53,56,58
龙岗区,坂田街道,万科四季花城六期,614,56,57,59
宝安区,新安街道,湖景居,2371,,62,
龙岗区,布吉街道,宝丽花园,1150,37,,
龙岗区,布吉街道,宝丽苑,569,,45,
龙岗区,布吉街道,德兴城,1434,47,,
龙岗区,坂田街道,中铁诺德公馆一期,621,,65,
龙华区,观澜街道,汉士达华庭一期,4099,,,77
宝安区,新安街道,东江豪苑,2374,,55,
南山区,粤海街道,育德佳园二期,3478,,102,
南山区,南头街道,御海新苑二期,3479,93,,
福田区,香蜜湖街道,水榭花都二期,2367,,193,
宝安区,西乡街道,大益广场,2011,,59,
龙岗区,坂田街道,第五园一期,1402,59,,87
宝安区,新安街道,恒安花园,2403,,73,
宝安区,福永街道,时代景苑三期,2404,,46,
罗湖区,翠竹街道,翠华花园,1089,73,,
福田区,梅林街道,梅林华天公寓,3738,74,,
龙岗区,横岗街道,康乐花园五区,1735,42,,
南山区,粤海街道,南油生活A区,3424,80,80,
福田区,沙头街道,泰然广场,2543,86,,
南山区,桃源街道,聚宁山庄,3790,84,,
福田区,福田街道,彩虹新都,3626,,72,
南山区,粤海街道,汇景花园,3322,,90,
罗湖区,清水河街道,泥岗西村,1049,80,,
南山区,粤海街道,深圳湾锦缎之滨,3119,,113,
福田区,华强北街道,桑达大厦,3205,,98,
宝安区,新安街道,华滨大厦,2083,54,,
南山区,桃源街道,半山语林公寓,3110,,108,
龙华区,龙华街道,新城市花园一期,3947,48,,
罗湖区,南湖街道,新银座华庭,1184,,101,
南山区,蛇口街道,海虹苑,3179,74,,
南山区,粤海街道,海逸苑,3180,76,,
南山区,蛇口街道,百丽湾花园,3181,,141,
福田区,华强北街道,报社大院,564,107,,
龙华区,民治街道,世纪春城6号地块,1050,,71,
龙岗区,龙城街道,奥林华府一期,821,,44,
龙华区,民治街道,世纪春城7号地块,1051,,89,
福田区,梅林街道,新世界上梅林家园,3390,,83,
福田区,沙头街道,新中苑,2072,75,,
罗湖区,翠竹街道,慢性病防治医院住宅楼,1737,66,,
南山区,南头街道,常兴广场,3137,,87,
宝安区,西乡街道,中粮鸿云花园,2084,,63,
南山区,粤海街道,阳光海景豪苑,3138,,98,
南山区,沙河街道,御景东方花园,3139,125,131,
南山区,蛇口街道,广物花园,3140,82,,
罗湖区,清水河街道,金祥都市花园,561,55,,
南山区,粤海街道,华润深圳湾悦府二期,3174,,169,
龙岗区,横岗街道,城市中心花园,4257,37,38,
龙华区,龙华街道,煜丰泽花园广场,1086,41,,
福田区,香蜜湖街道,天宝物华家园,2849,,151,
