name,district,street,address,lng,lat,single_room,one_bed,two_bed,three_plus
六和社区山吓,坪山区,坪山街道,坪山区坪山街道六和社区六和社区山吓,114.341311,22.701616,401,616,951,1197
六和社区正坑,坪山区,坪山街道,坪山区坪山街道六和社区六和社区正坑,114.340141,22.704272,443,681,1050,1322
罗屋围村(含一区、二区),龙华区,大浪街道,龙华区大浪街道大浪社区罗屋围村(含一区、二区),114.006852,22.690307,537,824,1271,1601
下岭排新村,龙华区,大浪街道,龙华区大浪街道大浪社区下岭排新村,113.994998,22.695354,490,753,1161,1462
上岭排老村,龙华区,大浪街道,龙华区大浪街道大浪社区上岭排老村,113.998019,22.693721,456,700,1080,1360
上岭排新村,龙华区,大浪街道,龙华区大浪街道大浪社区上岭排新村,113.999519,22.693359,498,764,1179,1484
陶吓锦华片区,龙华区,大浪街道,龙华区大浪街道陶元社区陶吓锦华片区,114.000965,22.651742,716,1099,1696,2136
陶吓旧村,龙华区,大浪街道,龙华区大浪街道陶元社区陶吓旧村,113.997529,22.653671,601,922,1423,1792
兰姜新村,宝安区,石岩街道,宝安区石岩街道水田社区兰姜新村,113.952146,22.691454,496,761,1174,1479
下油松A区,龙华区,龙华街道,龙华区龙华街道松和社区下油松A区,114.035057,22.644402,719,1103,1702,2144
黎光村南区,宝安区,石岩街道,宝安区石岩街道官田社区黎光村南区,113.938851,22.678332,546,839,1294,1630
塘坑老村,宝安区,石岩街道,宝安区石岩街道官田社区塘坑老村,113.947746,22.680451,517,793,1224,1541
塘坑新村,宝安区,石岩街道,宝安区石岩街道官田社区塘坑新村,113.946881,22.681944,511,784,1209,1523
梨园新村,宝安区,石岩街道,宝安区石岩街道官田社区梨园新村,113.936023,22.675831,565,867,1337,1684
官田中心小区,宝安区,石岩街道,宝安区石岩街道官田社区官田中心小区,113.938202,22.681625,532,817,1261,1588
陶吓新村,龙华区,大浪街道,龙华区大浪街道陶元社区陶吓新村,113.99908,22.650626,684,1050,1619,2039
澳华新村,龙华区,大浪街道,龙华区大浪街道高峰社区澳华新村,114.001254,22.668077,648,995,1536,1934
桃苑新村,龙华区,大浪街道,龙华区大浪街道高峰社区桃苑新村,114.006156,22.660086,680,1043,1610,2027
下早老村,龙华区,大浪街道,龙华区大浪街道高峰社区下早老村,114.003709,22.659789,649,997,1538,1936
下早新村,龙华区,大浪街道,龙华区大浪街道高峰社区下早新村,114.004308,22.662408,687,1055,1628,2050
中兴小区,龙华区,大浪街道,龙华区大浪街道陶元社区中兴小区,113.99482,22.661405,672,1031,1591,2004
江围新村,龙华区,福城街道,龙华区福城街道新和社区江围新村,114.038569,22.712119,537,824,1271,1601
松元围,龙华区,福城街道,龙华区福城街道新和社区松元围,114.039054,22.714343,569,873,1347,1696
武馆村,龙华区,观湖街道,龙华区观湖街道润城社区武馆村,114.038187,22.707893,512,786,1213,1528
上川社区上川六片,宝安区,新安街道,宝安区新安街道上川社区上川社区上川六片,113.897124,22.579717,1457,2237,3451,4346
田背一村,龙华区,福城街道,龙华区福城街道新和社区田背一村,114.035024,22.697385,474,728,1123,1415
茜坑新村,龙华区,福城街道,龙华区福城街道茜坑社区茜坑新村,114.02857,22.698628,514,789,1217,1533
羊龙新村,龙华区,大浪街道,龙华区大浪街道陶元社区羊龙新村,114.003072,22.654517,721,1107,1708,2151
元芬老村,龙华区,大浪街道,龙华区大浪街道陶元社区元芬老村,113.999948,22.656964,624,957,1477,1860
元芬新村,龙华区,大浪街道,龙华区大浪街道陶元社区元芬新村,113.999472,22.655462,639,982,1515,1907
上早村,龙华区,大浪街道,龙华区大浪街道高峰社区上早村,114.003065,22.657335,664,1019,1573,1981
鹊山新二村,龙华区,大浪街道,龙华区大浪街道高峰社区鹊山新二村,113.998931,22.65946,599,920,1419,1787
梅苑新村,龙华区,龙华街道,龙华区龙华街道龙园社区梅苑新村,114.010218,22.661749,760,1166,1800,2266
清湖老村,龙华区,龙华街道,龙华区龙华街道清湖社区清湖老村,114.044493,22.672823,812,1246,1923,2422
金沙社区红岭小区,坪山区,坑梓街道,坪山区坑梓街道金沙社区金沙社区红岭小区,114.381965,22.749613,359,551,850,1071
清湖新村,龙华区,龙华街道,龙华区龙华街道清湖社区清湖新村,114.043781,22.670954,871,1337,2063,2598
新碑村,龙华区,龙华街道,龙华区龙华街道清华社区新碑村,114.032463,22.673617,758,1164,1795,2261
山咀头一期、二期,龙华区,龙华街道,龙华区龙华街道和联社区山咀头一期、二期,114.019754,22.658885,801,1229,1897,2389
鹊山新村,龙华区,大浪街道,龙华区大浪街道高峰社区鹊山新村,114.00044,22.660924,699,1073,1656,2085
羊台新村,龙华区,大浪街道,龙华区大浪街道高峰社区羊台新村,114.002114,22.651994,770,1183,1825,2298
赤岭头新二村,龙华区,大浪街道,龙华区大浪街道高峰社区赤岭头新二村,114.003872,22.650866,794,1219,1880,2367
赤岭头新一村,龙华区,大浪街道,龙华区大浪街道高峰社区赤岭头新一村,114.00537,22.654092,762,1170,1805,2273
白云山新村,龙华区,大浪街道,龙华区大浪街道横朗社区白云山新村,113.973876,22.676826,437,670,1034,1302
官田北环住宅区(北区),宝安区,石岩街道,宝安区石岩街道官田社区官田北环住宅区(北区),113.941068,22.687477,501,768,1186,1493
官田北环南区,宝安区,石岩街道,宝安区石岩街道官田社区官田北环南区,113.940969,22.685806,538,826,1274,1604
官田新村住宅小区,宝安区,石岩街道,宝安区石岩街道官田社区官田新村住宅小区,113.941194,22.684528,544,835,1289,1623
石龙新村(5、7区),宝安区,石岩街道,宝安区石岩街道石龙社区石龙新村(5、7区),113.96584,22.70066,539,828,1277,1608
罗田二村,宝安区,燕罗街道,宝安区燕罗街道罗田社区罗田二村,113.869082,22.799355,422,648,1000,1260
围后底小区,宝安区,沙井街道,宝安区沙井街道步涌社区围后底小区,113.805575,22.758928,475,729,1124,1415
上横朗新村,龙华区,大浪街道,龙华区大浪街道横朗社区上横朗新村,113.974253,22.684729,533,818,1262,1590
三合村石妹小区,龙华区,大浪街道,龙华区大浪街道同胜社区三合村石妹小区,113.996987,22.672243,630,967,1492,1879
茶角坎新村,龙华区,大浪街道,龙华区大浪街道同胜社区茶角坎新村,113.989768,22.666785,737,1131,1745,2197
三合二新村,龙华区,大浪街道,龙华区大浪街道同胜社区三合二新村,113.99326,22.66782,606,931,1436,1808
三合新村,龙华区,大浪街道,龙华区大浪街道高峰社区三合新村,113.996094,22.666259,639,981,1513,1906
井水龙村,坪山区,坑梓街道,坪山区坑梓街道秀新社区井水龙村,114.366944,22.738022,353,542,835,1052
章阁新村,龙华区,福城街道,龙华区福城街道章阁社区章阁新村,114.012325,22.7484,371,569,878,1106
长湖头东村,龙华区,福城街道,龙华区福城街道福民社区长湖头东村,114.035661,22.713171,520,798,1232,1551
井子吓居民小组,坪山区,石井街道,坪山区石井街道石井社区井子吓居民小组,114.388132,22.695905,346,531,819,1031
丹坑村园区,龙华区,福城街道,龙华区福城街道福民社区丹坑村园区,114.035219,22.717115,509,781,1206,1518
谭罗别墅区,龙华区,大浪街道,龙华区大浪街道同胜社区谭罗别墅区,113.985106,22.66613,831,1276,1968,2479
华侨新村三区,龙华区,大浪街道,龙华区大浪街道同胜社区华侨新村三区,113.992715,22.674282,613,941,1452,1828
华侨新村一区、二区,龙华区,大浪街道,龙华区大浪街道同胜社区华侨新村一区、二区,113.994264,22.670494,621,954,1471,1853
谭罗新二村,龙华区,大浪街道,龙华区大浪街道同胜社区谭罗新二村,113.991881,22.6688,616,946,1459,1838
宝山新村,龙华区,大浪街道,龙华区大浪街道同胜社区宝山新村,113.983212,22.670374,685,1051,1622,2042
羊台山庄,龙华区,大浪街道,龙华区大浪街道同胜社区羊台山庄,113.986792,22.66874,641,984,1519,1912
赖屋山东区,龙华区,大浪街道,龙华区大浪街道同胜社区赖屋山东区,113.990797,22.675756,621,953,1471,1852
沙梨园居民小组,坪山区,坑梓街道,坪山区坑梓街道秀新社区沙梨园居民小组,114.365229,22.741464,366,562,867,1092
草堆岭居民小组,坪山区,坑梓街道,坪山区坑梓街道秀新社区草堆岭居民小组,114.37716,22.744504,367,564,869,1095
城内居民小组,坪山区,坑梓街道,坪山区坑梓街道秀新社区城内居民小组,114.36968,22.743638,360,553,854,1075
东一居民小组,坪山区,坑梓街道,坪山区坑梓街道秀新社区东一居民小组,114.37449,22.747879,386,593,915,1152
新乔围居民小组,坪山区,坑梓街道,坪山区坑梓街道秀新社区新乔围居民小组,114.373643,22.749917,373,572,883,1112
东二居民小组,坪山区,坑梓街道,坪山区坑梓街道秀新社区东二居民小组,114.373493,22.750924,380,583,900,1133
赖屋山新村,龙华区,大浪街道,龙华区大浪街道同胜社区赖屋山新村,113.987854,22.672709,665,1020,1574,1982
华侨新村C区,龙华区,大浪街道,龙华区大浪街道同胜社区华侨新村C区,113.996479,22.672487,590,905,1397,1759
菠萝斜新村,龙华区,大浪街道,龙华区大浪街道同胜社区菠萝斜新村,113.998048,22.667117,628,965,1488,1874
富裕新村,龙华区,大浪街道,龙华区大浪街道横朗社区富裕新村,113.979519,22.680517,542,832,1284,1617
玉田花园,龙华区,大浪街道,龙华区大浪街道横朗社区玉田花园,113.982496,22.682387,625,959,1480,1864
下横朗新村,龙华区,大浪街道,龙华区大浪街道横朗社区下横朗新村,113.981653,22.675472,511,785,1211,1525
罗田一村,宝安区,燕罗街道,宝安区燕罗街道罗田社区罗田一村,113.869622,22.802116,453,695,1072,1350
康乐新村,龙华区,龙华街道,龙华区龙华街道三联社区康乐新村,114.024514,22.660388,746,1145,1766,2224
石龙新村6区,宝安区,石岩街道,宝安区石岩街道石龙社区石龙新村6区,113.964277,22.699224,545,836,1291,1625
石龙新村(3-4区),宝安区,石岩街道,宝安区石岩街道石龙社区石龙新村(3-4区),113.963622,22.699673,533,819,1263,1590
石龙仔八区,宝安区,石岩街道,宝安区石岩街道石龙社区石龙仔八区,113.964338,22.702032,529,813,1254,1579
下山门旧村,宝安区,燕罗街道,宝安区燕罗街道山门社区下山门旧村,113.846215,22.777304,490,753,1161,1462
同胜综合开发区,龙华区,大浪街道,龙华区大浪街道横朗社区同胜综合开发区,113.985262,22.680015,592,909,1402,1765
东边老村,龙华区,民治街道,龙华区民治街道民强社区东边老村,114.03359,22.625904,1049,1611,2485,3129
东边新村,龙华区,民治街道,龙华区民治街道民强社区东边新村,114.033911,22.621877,1226,1883,2905,3658
樟坑老村,龙华区,民治街道,龙华区民治街道樟坑社区樟坑老村,114.031316,22.62082,977,1500,2314,2914
樟坑村(三区),龙华区,民治街道,龙华区民治街道樟坑社区樟坑村(三区),114.03498,22.613828,1009,1549,2391,3010
樟坑村(二区),龙华区,民治街道,龙华区民治街道樟坑社区樟坑村(二区),114.030459,22.61916,1185,1820,2807,3535
樟坑村(一区),龙华区,民治街道,龙华区民治街道樟坑社区樟坑村(一区),114.033776,22.617504,958,1471,2270,2859
大三老村,龙华区,福城街道,龙华区福城街道大水坑社区大三老村,114.006048,22.733376,445,683,1053,1326
新村小区(新村),龙华区,福城街道,龙华区福城街道桔塘社区新村小区(新村),114.012537,22.734667,439,674,1039,1309
学湖浪,坪山区,坪山街道,坪山区坪山街道坪山社区学湖浪,114.344683,22.688846,422,648,999,1258
石介头村,光明区,新湖街道,光明区新湖街道圳美社区石介头村,113.955359,22.794514,475,729,1124,1416
牛角龙,坪山区,马峦街道,坪山区马峦街道坪环社区牛角龙,114.330489,22.682106,406,623,961,1210
万众生活村,龙华区,民治街道,龙华区民治街道新牛社区万众生活村,114.033736,22.63745,783,1202,1854,2335
东二村,龙华区,民治街道,龙华区民治街道上芬社区东二村,114.020909,22.641063,826,1268,1956,2463
东一新村,龙华区,民治街道,龙华区民治街道上芬社区东一新村,114.018397,22.641402,797,1223,1887,2376
西头坳头新村,龙华区,民治街道,龙华区民治街道上芬社区西头坳头新村,114.015959,22.64599,775,1189,1835,2311
西头新村,龙华区,民治街道,龙华区民治街道上芬社区西头新村,114.013001,22.643758,887,1362,2101,2646
西头瓜地新村,龙华区,民治街道,龙华区民治街道上芬社区西头瓜地新村,114.01524,22.642321,864,1326,2046,2577
景乐南区,龙华区,龙华街道,龙华区龙华街道和联社区景乐南区,114.018016,22.662546,764,1172,1809,2277
狮头岭东区、西区,龙华区,龙华街道,龙华区龙华街道和联社区狮头岭东区、西区,114.017155,22.665254,709,1088,1679,2114
狮头岭老村,龙华区,龙华街道,龙华区龙华街道和联社区狮头岭老村,114.018913,22.666011,651,999,1542,1941
庄边社区庄边新庄园,宝安区,西乡街道,宝安区西乡街道庄边社区庄边社区庄边新庄园,113.883178,22.590109,1065,1634,2522,3175
三联社区弓村,龙华区,龙华街道,龙华区龙华街道三联社区三联社区弓村,114.022893,22.663598,776,1191,1837,2313
横岭五区,龙华区,民治街道,龙华区民治街道民新社区横岭五区,114.041727,22.609778,1047,1607,2479,3122
横岭四区,龙华区,民治街道,龙华区民治街道民新社区横岭四区,114.041233,22.614164,1007,1546,2385,3004
横岭三区,龙华区,民治街道,龙华区民治街道民新社区横岭三区,114.039327,22.611121,1060,1628,2512,3163
横岭二区,龙华区,民治街道,龙华区民治街道民新社区横岭二区,114.038859,22.615745,1007,1546,2385,3003
向南一区,龙华区,民治街道,龙华区民治街道民强社区向南一区,114.031544,22.625405,1030,1580,2438,3071
朝阳新村,龙华区,民治街道,龙华区民治街道民强社区朝阳新村,114.034631,22.620996,1223,1877,2896,3646
华侨新村,龙华区,民治街道,龙华区民治街道民强社区华侨新村,114.031777,22.623693,1193,1832,2826,3559
水尾三区,龙华区,民治街道,龙华区民治街道民强社区水尾三区,114.031346,22.631101,960,1474,2274,2864
骏龙新村,龙华区,龙华街道,龙华区龙华街道油松社区骏龙新村,114.041055,22.64246,725,1112,1716,2161
下山门村,宝安区,燕罗街道,宝安区燕罗街道山门社区下山门村,113.846251,22.777445,500,767,1184,1491
上山门旧村,宝安区,燕罗街道,宝安区燕罗街道山门社区上山门旧村,113.85035,22.778081,472,724,1117,1407
上山门村,宝安区,燕罗街道,宝安区燕罗街道山门社区上山门村,113.850028,22.775757,474,727,1122,1413
石龙老村,宝安区,石岩街道,宝安区石岩街道石龙社区石龙老村,113.961426,22.702172,537,825,1272,1602
燕川一村,宝安区,燕罗街道,宝安区燕罗街道燕川社区燕川一村,113.857979,22.80146,437,671,1035,1304
水尾二区,龙华区,民治街道,龙华区民治街道民强社区水尾二区,114.031648,22.629109,996,1529,2359,2971
料坑新村西,宝安区,石岩街道,宝安区石岩街道宝源社区料坑新村西,113.886011,22.671606,559,858,1323,1666
水尾一区,龙华区,民治街道,龙华区民治街道民强社区水尾一区,114.032959,22.628032,1031,1582,2442,3075
塘水围二区,龙华区,民治街道,龙华区民治街道民强社区塘水围二区,114.030882,22.627389,968,1486,2293,2887
塘水围一区,龙华区,民治街道,龙华区民治街道民强社区塘水围一区,114.031911,22.625463,1014,1556,2401,3023
华池小区,龙华区,福城街道,龙华区福城街道大水坑社区华池小区,114.008421,22.73422,516,791,1221,1538
坪山围,坪山区,坪山街道,坪山区坪山街道六联社区坪山围,114.336481,22.693143,517,794,1224,1542
珠洋坑,坪山区,坪山街道,坪山区坪山街道六联社区珠洋坑,114.322781,22.700251,368,565,872,1098
六联社区浪尾,坪山区,坪山街道,坪山区坪山街道六联社区六联社区浪尾,114.321234,22.69394,405,622,960,1209
塘水围老村,龙华区,民治街道,龙华区民治街道民强社区塘水围老村,114.032194,22.627518,998,1532,2364,2977
民乐村,龙华区,民治街道,龙华区民治街道民乐社区民乐村,114.04586,22.602744,1230,1887,2912,3667
松仔园,龙华区,民治街道,龙华区民治街道大岭社区松仔园,114.018819,22.635532,987,1515,2337,2943
东泉新村,龙华区,民治街道,龙华区民治街道北站社区东泉新村,114.025372,22.626562,1109,1702,2625,3306
创业花园,龙华区,民治街道,龙华区民治街道北站社区创业花园,114.020189,22.619454,1203,1847,2850,3589
向南老村,龙华区,民治街道,龙华区民治街道民强社区向南老村,114.032478,22.626616,1003,1540,2376,2993
伍屋村,龙华区,龙华街道,龙华区龙华街道富康社区伍屋村,114.039034,22.657686,659,1011,1560,1965
瓦窑排村,龙华区,龙华街道,龙华区龙华街道富康社区瓦窑排村,114.038646,22.655057,692,1062,1639,2063
第二住宅小区,龙华区,龙华街道,龙华区龙华街道富康社区第二住宅小区,114.037427,22.649315,702,1077,1662,2093
恒泰小区,龙华区,龙华街道,龙华区龙华街道富康社区恒泰小区,114.042143,22.645719,734,1127,1739,2190
旭日小区,龙华区,龙华街道,龙华区龙华街道富康社区旭日小区,114.042954,22.645386,790,1213,1871,2356
牛地埔村,龙华区,龙华街道,龙华区龙华街道华联社区牛地埔村,114.009281,22.663528,736,1129,1742,2194
姜头新村,龙华区,龙华街道,龙华区龙华街道华联社区姜头新村,114.014441,22.670182,735,1129,1742,2193
龙园新村,龙华区,龙华街道,龙华区龙华街道华联社区龙园新村,114.011165,22.665341,719,1104,1704,2146
中保富裕新村,龙华区,大浪街道,龙华区大浪街道同胜社区中保富裕新村,113.990323,22.673441,628,964,1488,1873
逸秀新村,龙华区,民治街道,龙华区民治街道白石龙社区逸秀新村,114.030887,22.603703,1203,1846,2849,3587
白石龙村二区,龙华区,民治街道,龙华区民治街道白石龙社区白石龙村二区,114.037682,22.610273,1137,1746,2694,3392
白石龙村一区,龙华区,民治街道,龙华区民治街道白石龙社区白石龙村一区,114.033253,22.607494,1252,1922,2965,3734
简上村,龙华区,民治街道,龙华区民治街道龙塘社区简上村,114.005748,22.634657,1033,1586,2447,3081
隔圳新村,龙华区,民治街道,龙华区民治街道龙塘社区隔圳新村,114.013858,22.638092,856,1314,2028,2554
龙塘村,龙华区,民治街道,龙华区民治街道龙塘社区龙塘村,114.010281,22.633224,1056,1620,2500,3148
桂花别墅区,龙华区,观澜街道,龙华区观澜街道新澜社区桂花别墅区,114.048759,22.725398,638,979,1510,1902
燕川旧村,宝安区,燕罗街道,宝安区燕罗街道燕川社区燕川旧村,113.860745,22.800422,487,748,1154,1453
燕川三村,宝安区,燕罗街道,宝安区燕罗街道燕川社区燕川三村,113.859776,22.808461,488,749,1156,1456
燕川二村,宝安区,燕罗街道,宝安区燕罗街道燕川社区燕川二村,113.859381,22.80457,471,723,1115,1405
狮径二组新村,龙华区,福城街道,龙华区福城街道福民社区狮径二组新村,114.026174,22.714624,418,642,990,1247
沙浦围旧村,宝安区,松岗街道,宝安区松岗街道沙浦围社区沙浦围旧村,113.821673,22.778668,448,687,1060,1335
沙浦围村,宝安区,松岗街道,宝安区松岗街道沙浦围社区沙浦围村,113.817892,22.783656,475,729,1125,1417
桂花新村,龙华区,观澜街道,龙华区观澜街道桂花社区桂花新村,114.052786,22.729691,516,792,1222,1539
贵湖塘北区,龙华区,观澜街道,龙华区观澜街道桂花社区贵湖塘北区,114.050284,22.727031,532,817,1260,1587
贵湖塘老村,龙华区,观澜街道,龙华区观澜街道桂花社区贵湖塘老村,114.052903,22.72508,506,777,1200,1511
贵湖塘新村,龙华区,观澜街道,龙华区观澜街道桂花社区贵湖塘新村,114.0517,22.724344,497,762,1176,1481
新和村,坪山区,坪山街道,坪山区坪山街道六和社区新和村,114.330747,22.706059,392,602,928,1169
卢屋村,坪山区,碧岭街道,坪山区碧岭街道沙湖社区卢屋村,114.316141,22.680901,342,526,811,1021
六和社区飞西,坪山区,坪山街道,坪山区坪山街道六和社区六和社区飞西,114.335655,22.69783,424,651,1005,1265
大围,大鹏新区,南澳街道,大鹏新区南澳街道东涌社区大围,114.568766,22.496724,480,737,1137,1432
飞东村,坪山区,坪山街道,坪山区坪山街道六和社区飞东村,114.339981,22.698975,373,572,883,1112
洋母帐,坪山区,坪山街道,坪山区坪山街道六联社区洋母帐,114.33149,22.6901,415,637,983,1238
赤花岭新村,龙华区,观澜街道,龙华区观澜街道桂花社区赤花岭新村,114.052195,22.727801,585,897,1385,1744
东边新村二区,龙华区,民治街道,龙华区民治街道民强社区东边新村二区,114.032171,22.622871,1140,1750,2700,3400
放马埔老村,龙华区,观澜街道,龙华区观澜街道桂花社区放马埔老村,114.056956,22.72972,441,677,1045,1316
桥头公园小区,龙华区,观澜街道,龙华区观澜街道桂花社区桥头公园小区,114.052999,22.732437,542,833,1285,1618
放马埔新村,龙华区,观澜街道,龙华区观澜街道桂花社区放马埔新村,114.058259,22.729077,435,667,1029,1296
新石桥老村,龙华区,观澜街道,龙华区观澜街道桂花社区新石桥老村,114.05978,22.72902,505,775,1195,1505
富泉新村北区,龙华区,龙华街道,龙华区龙华街道和联社区富泉新村北区,114.028303,22.669367,815,1251,1930,2431
双桥花园,龙华区,龙华街道,龙华区龙华街道三联社区双桥花园,114.020638,22.661286,766,1176,1814,2284
和平小区,龙华区,龙华街道,龙华区龙华街道三联社区和平小区,114.030896,22.663223,793,1217,1877,2364
富联新村A区,龙华区,龙华街道,龙华区龙华街道三联社区富联新村A区,114.030606,22.668847,803,1233,1903,2396
富联新村B区,龙华区,龙华街道,龙华区龙华街道和联社区富联新村B区,114.029631,22.672877,791,1215,1874,2360
共和新村D区,龙华区,龙华街道,龙华区龙华街道松和社区共和新村D区,114.034018,22.648936,639,982,1515,1907
共和A小区,龙华区,龙华街道,龙华区龙华街道松和社区共和A小区,114.029551,22.65136,722,1108,1709,2153
共和新村C区,龙华区,龙华街道,龙华区龙华街道松和社区共和新村C区,114.036996,22.651584,705,1082,1669,2102
牛栏前新村,龙华区,民治街道,龙华区民治街道新牛社区牛栏前新村,114.028737,22.636664,971,1491,2301,2897
大沙河老村,龙华区,观澜街道,龙华区观澜街道桂香社区大沙河老村,114.055403,22.752675,322,494,762,959
大沙河新村,龙华区,观澜街道,龙华区观澜街道桂香社区大沙河新村,114.053362,22.74797,336,516,796,1003
大湖老村,龙华区,观澜街道,龙华区观澜街道桂香社区大湖老村,114.057419,22.739511,503,771,1190,1499
大湖新村,龙华区,观澜街道,龙华区观澜街道桂香社区大湖新村,114.058175,22.738697,519,797,1230,1548
渔业社区渔业新村,宝安区,西乡街道,宝安区西乡街道渔业社区渔业社区渔业新村,113.865297,22.569497,1405,2156,3327,4189
桂花第二市场小区,龙华区,观澜街道,龙华区观澜街道桂香社区桂花第二市场小区,114.050864,22.747006,453,696,1074,1352
龙门村,宝安区,松岗街道,宝安区松岗街道红星社区龙门村,113.837016,22.763854,471,724,1116,1406
湾头村,宝安区,松岗街道,宝安区松岗街道红星社区湾头村,113.834195,22.764181,409,628,969,1220
松新村,宝安区,松岗街道,宝安区松岗街道红星社区松新村,113.835085,22.769937,493,758,1169,1472
庙溪新村,龙华区,观澜街道,龙华区观澜街道桂香社区庙溪新村,114.056751,22.742407,368,566,872,1099
庙溪老村,龙华区,观澜街道,龙华区观澜街道桂香社区庙溪老村,114.05382,22.741671,358,549,847,1067
老围新村,龙华区,观澜街道,龙华区观澜街道君子布社区老围新村,114.100937,22.718949,419,643,993,1250
田心新村,龙华区,观澜街道,龙华区观澜街道君子布社区田心新村,114.09402,22.715434,471,723,1115,1404
新屋居民小组,坪山区,龙田街道,坪山区龙田街道龙田社区新屋居民小组,114.354495,22.760671,338,519,801,1008
黄坭元居民小组,坪山区,龙田街道,坪山区龙田街道竹坑社区黄坭元居民小组,114.37818,22.711242,353,541,835,1052
牛背居民小组,坪山区,龙田街道,坪山区龙田街道龙田社区牛背居民小组,114.359757,22.753684,337,517,798,1005
龙湖居民小组,坪山区,龙田街道,坪山区龙田街道龙田社区龙湖居民小组,114.355858,22.757048,336,516,797,1003
龙兴老村,龙华区,观澜街道,龙华区观澜街道君子布社区龙兴老村,114.09378,22.722096,407,625,964,1214
东龙新村,龙华区,民治街道,龙华区民治街道上芬社区东龙新村,114.018982,22.639105,871,1337,2063,2598
龙兴新村,龙华区,观澜街道,龙华区观澜街道君子布社区龙兴新村,114.101017,22.726491,443,679,1048,1320
大水田住宅区北区,龙华区,观澜街道,龙华区观澜街道大水田社区大水田住宅区北区,114.087439,22.74296,407,625,964,1214
大水田住宅区西区,龙华区,观澜街道,龙华区观澜街道大水田社区大水田住宅区西区,114.085363,22.741482,480,737,1136,1431
大水田住宅区东区,龙华区,观澜街道,龙华区观澜街道大水田社区大水田住宅区东区,114.086941,22.742137,398,611,943,1188
丹坑村西区,龙华区,福城街道,龙华区福城街道福民社区丹坑村西区,114.034828,22.715757,501,769,1186,1493
冼屋村,龙华区,福城街道,龙华区福城街道福民社区冼屋村,114.022773,22.711354,454,697,1075,1354
狮径一组,龙华区,福城街道,龙华区福城街道福民社区狮径一组,114.022682,22.714857,448,687,1060,1335
白石厦社区石龙头旧村,宝安区,福永街道,宝安区福永街道白石厦社区白石厦社区石龙头旧村,113.815357,22.677688,745,1144,1764,2222
悦兴围一组,龙华区,福城街道,龙华区福城街道福民社区悦兴围一组,114.032009,22.715682,459,704,1086,1368
坳顶新村,龙华区,观澜街道,龙华区观澜街道牛湖社区坳顶新村,114.082791,22.725037,481,738,1139,1434
方一新村,龙华区,观澜街道,龙华区观澜街道广培社区方一新村,114.079034,22.735018,469,720,1110,1398
南源新村,龙华区,民治街道,龙华区民治街道北站社区南源新村,114.025722,22.624597,1085,1665,2570,3236
吓围新村,龙华区,观澜街道,龙华区观澜街道广培社区吓围新村,114.076727,22.731092,574,882,1360,1713
企坪新村,龙华区,观澜街道,龙华区观澜街道桂香社区企坪新村,114.048948,22.748452,344,528,815,1026
石三村,龙华区,观澜街道,龙华区观澜街道牛湖社区石三村,114.088912,22.72617,387,593,916,1153
西坊村,宝安区,松岗街道,宝安区松岗街道红星社区西坊村,113.83661,22.765188,445,683,1054,1328
东新街,宝安区,松岗街道,宝安区松岗街道松涛社区东新街,113.842058,22.77005,475,730,1126,1417
江边新村,宝安区,松岗街道,宝安区松岗街道江边社区江边新村,113.813134,22.77606,447,687,1059,1334
溪头旧屋村,宝安区,松岗街道,宝安区松岗街道溪头社区溪头旧屋村,113.829542,22.77814,399,613,945,1191
弓村二区,龙华区,龙华街道,龙华区龙华街道和联社区弓村二区,114.023071,22.665662,702,1077,1661,2092
石一村,龙华区,观澜街道,龙华区观澜街道牛湖社区石一村,114.081882,22.722641,401,615,949,1195
桂花园,龙华区,观澜街道,龙华区观澜街道新澜社区桂花园,114.049983,22.724955,634,973,1502,1891
翠澜新村(含华园巷),龙华区,观澜街道,龙华区观澜街道新澜社区翠澜新村(含华园巷),114.051166,22.720008,511,785,1210,1524
仲光园(含福基花园),龙华区,观澜街道,龙华区观澜街道新澜社区仲光园(含福基花园),114.050974,22.722405,555,852,1314,1655
新横居民小组,坪山区,坑梓街道,坪山区坑梓街道金沙社区新横居民小组,114.38572,22.746071,336,516,796,1002
长隆居民小组,坪山区,坑梓街道,坪山区坑梓街道金沙社区长隆居民小组,114.390058,22.746874,347,532,821,1034
青排居民小组,坪山区,坑梓街道,坪山区坑梓街道金沙社区青排居民小组,114.394613,22.755037,365,560,865,1089
田脚居民小组,坪山区,坑梓街道,坪山区坑梓街道沙田社区田脚居民小组,114.40762,22.759172,340,522,806,1015
李中居民小组,坪山区,坑梓街道,坪山区坑梓街道沙田社区李中居民小组,114.398648,22.776027,347,532,821,1034
三栋屋村,龙华区,观澜街道,龙华区观澜街道新澜社区三栋屋村,114.052201,22.722595,541,831,1281,1614
木头湖旧村,龙华区,观澜街道,龙华区观澜街道广培社区木头湖旧村,114.079314,22.727803,473,725,1119,1409
企坪老村,龙华区,观澜街道,龙华区观澜街道桂香社区企坪老村,114.051779,22.753885,342,524,809,1019
木头湖新村,龙华区,观澜街道,龙华区观澜街道广培社区木头湖新村,114.080327,22.72987,475,729,1124,1416
共和新村B区,龙华区,龙华街道,龙华区龙华街道松和社区共和新村B区,114.035949,22.65323,736,1130,1744,2196
松和新村,龙华区,龙华街道,龙华区龙华街道松和社区松和新村,114.03472,22.643306,770,1182,1823,2296
